NAME,renter_occupied_white,owner_occupied_white,female_white_20_24_employed,female_white_25_29_employed,female_white_30_34_employed,female_white_35_44_employed,median_rent,us,Year
United States,27314937,64086180,4513054,8562762,8105444,15261277,929,1,2020
